id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
1037,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,9,5,89,12898,912,1620,1620,315500,86.1154756277299,0.2385641433165165,2.0533672672207746,0.19893473603880135,1.2823426491081436,1.6940403339001513
1039,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,4,6,21,1533,0,1344,546,97000,18.11547562772989,-0.9000690937526681,-2.212204989237503,-0.3262989524235893,-1.1657698768186298,-1.0563765345375224
1040,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Foyer,4,4,21,1477,286,630,630,80000,18.11547562772989,-0.9056796050835854,-0.8745364965323852,-1.6850556682284694,-0.9742973887573179,-1.2703677783061287
1041,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,4,88,13125,484,1803,1134,155000,85.1154756277299,0.26130675174719886,0.0515416907250039,0.5471875077366908,0.1745375396105534,-0.3262887616799248
1043,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,One story,6,5,34,5381,624,1306,1306,196000,31.11547562772989,-0.514546815156784,0.7063444493918447,-0.3986137356176866,0.5666002532599063,0.18980776740906655
1044,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,86,11839,514,2329,1475,262280,83.1154756277299,0.13246536654077815,0.19185656758218408,1.5481763487918265,0.9518246637642123,1.024121863702197
1045,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,80,9600,542,2524,2524,278000,77.1154756277299,-0.09185489899357331,0.32281711931555224,1.9192653678141678,3.3429513301489284,1.2220008255870494
1047,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,9,5,85,16056,716,2868,1992,556581,82.1154756277299,0.5549569072993132,1.1366434050871972,2.573904457781785,2.1302922390939534,4.728700512663643
1048,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,57,9245,672,990,990,145000,54.11547562772989,-0.12742153332349504,0.930848252363333,-0.9999682484949165,-0.15370101135169553,-0.452165963896752
1049,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,4,100,21750,336,1771,0,115000,97.1154756277299,1.1254256844107904,-0.6406783684370849,0.48629084820481944,-2.410341049217157,-0.8297975705472336
1050,1-STORY 1946 & NEWER ALL STYLES,Regular,Depression,Gentle slope,Single-family Detached,One story,4,7,60,11100,308,930,0,84900,57.11547562772989,0.05842665451313826,-0.7716389201704531,-1.1141494851171754,-2.410341049217157,-1.2086879492198832
1051,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,73,8993,436,1302,1302,176485,70.1154756277299,-0.1526688343126226,-0.17296211224648436,-0.4062258180591705,0.5574825157331771,-0.05584159271707167
1052,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,103,11175,440,1316,1316,200141,100.1154756277299,0.06594073218847384,-0.15425346199886036,-0.3795835295139768,0.5893945970767291,0.2419335168470547
1053,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,6,100,9500,540,1977,816,165000,97.1154756277299,-0.10187366922735408,0.3134627941917402,0.8783130939412415,-0.550322593764413,-0.20041155946309766
1054,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,5,6,68,8562,364,1526,1216,144500,65.1154756277299,-0.19584973402021771,-0.5097178167037167,0.020050798663929174,0.3614511589085007,-0.4584598240075934
1055,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,90,11367,586,1989,1065,255000,87.1154756277299,0.08517677103733291,0.5286122720394165,0.9011493412656932,0.01725656727447579,0.9324832604883468
1056,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,104,11361,478,1523,1193,180000,101.1154756277299,0.08457564482330607,0.023478715353567867,0.01434173683281623,0.30902416812980815,-0.011595756137856916
1057,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,43,7052,484,1364,1364,185850,40.11547562772989,-0.34713316455030735,0.0515416907250039,-0.2882385402161697,0.6988074473974788,0.06204240715898698
1059,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,9,5,96,11308,836,2184,1104,335000,93.1154756277299,0.07926569659940226,1.697902912515918,1.2722383602880345,0.10615450816008487,1.9395008782229641
1061,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,8,5,41,4920,582,1338,1338,213500,38.11547562772989,-0.5607333459345134,0.5099036217917925,-0.3377170760858152,0.6395421534737393,0.4100928712885141
1062,1-STORY 1945 & OLDER,Regular,Depression,Gentle slope,Single-family Detached,One story,3,4,120,18000,1248,894,894,81000,117.1154756277299,0.7497218006440115,3.624893888021192,-1.1826582270905306,-0.3725267119931948,-1.2577800580844458
1063,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two story,5,5,85,13600,560,2337,662,90000,82.1154756277299,0.30889591035765757,0.40700604542986035,1.5634005136747944,-0.9013554885434847,-1.1444905760893014
1064,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,50,6000,440,1103,1103,110500,47.11547562772989,-0.4525306274096811,-0.15425346199886036,-0.7849269195229956,0.10387507377840259,-0.8864423115448058
1066,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,7,5,80,14000,533,2260,1306,328000,77.1154756277299,0.34897099129278064,0.2807226562583982,1.416867926676229,0.5666002532599063,1.8513868366711852
1067,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,7,59,7837,380,1571,799,178000,56.11547562772989,-0.2684858182151283,-0.4348832157132207,0.1056867261306233,-0.5890729782530117,-0.03677119658122235
1068,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,6,6,80,9760,442,1611,780,167900,77.1154756277299,-0.07582486661952408,-0.14489913687504835,0.18180755054546252,-0.6323822315049752,-0.1639071708202178
1069,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,6,4,42,3964,576,2521,942,151400,39.11547562772989,-0.6565127893694576,0.4818406464203564,1.913556305983055,-0.26311386167244516,-0.37160455447798263
1070,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,5,7,60,9600,576,893,845,135000,57.11547562772989,-0.09185489899357331,0.4818406464203564,-1.1845612477009015,-0.48421899669562674,-0.5780431661135792
1071,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,72,10152,286,1048,1048,135000,69.1154756277299,-0.036551287303103454,-0.8745364965323852,-0.8895930530933995,-0.02149381721412304,-0.5780431661135792
1072,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,6,78,11700,441,1556,727,154000,75.1154756277299,0.11853927591582289,-0.14957629943695436,0.0771414169750586,-0.7531922537341362,-0.3388764819016076
1073,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,3,50,7585,280,1456,810,91500,47.11547562772989,-0.2937331192042559,-0.9025994719038213,-0.11316064406203948,-0.5639992000545067,-1.1256089957567774
1074,2-STORY 1946 & NEWER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,6,6,75,7950,440,1426,690,159500,72.1154756277299,-0.257164607850956,-0.15425346199886036,-0.1702512623731689,-0.8375313258563808,-0.2696440206823526
1075,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,74,8556,826,1240,1240,194000,71.1154756277299,-0.19645086023424457,1.651131286896858,-0.5242130959021712,0.41615758406887554,0.16463232696570113
1076,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,75,13125,240,1740,800,219500,72.1154756277299,0.26130675174719886,-1.0896859743800615,0.42729720928331905,-0.5867935438713295,0.4856191926186104
1077,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,8,60,10800,566,1466,796,170000,57.11547562772989,0.028370343811795946,0.4350690208012964,-0.09413043795832966,-0.5959112813980586,-0.1374729583546841
1079,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,37,4435,420,848,848,155900,34.11547562772989,-0.6093243815683501,-0.24779671323698046,-1.2701971751675958,-0.4773806935505799,-0.3149598134804104
1080,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,65,8775,299,990,990,126000,62.11547562772989,-0.17450975342226469,-0.8137333832276071,-0.9999682484949165,-0.15370101135169553,-0.6913326481087236
1081,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,80,11040,528,1258,1258,145000,77.1154756277299,0.052415392372869796,0.25733684344886815,-0.48995872491549364,0.4571874029391566,-0.452165963896752
1082,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,75,7500,308,1040,1040,133000,72.1154756277299,-0.3022490739029695,-0.7716389201704531,-0.9048172179763674,-0.03972929226758131,-0.6032186065569446
1083,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,70,8749,527,1459,1459,192000,67.1154756277299,-0.17711463368304767,0.25265968088696217,-0.10745158223092653,0.9153537136572958,0.13945688652233568
1084,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,80,8800,461,1251,1251,160000,77.1154756277299,-0.17200506086381948,-0.05603304819883423,-0.5032798691880905,0.44123136226738063,-0.2633501605715113
1243,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,7,6,85,10625,528,1173,1053,170000,82.1154756277299,0.010837495902679595,0.25733684344886815,-0.651715476797027,-0.010096645305711619,-0.1374729583546841
1086,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,6,6,73,9069,564,996,936,147000,70.1154756277299,-0.1450545689349492,0.4257146956774844,-0.9885501248326906,-0.27679046796253887,-0.42699052345338656
1088,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,85,10574,1043,1953,1082,252000,82.1154756277299,0.005727923083451402,2.6660755628304607,0.8326405992923379,0.056006951763074624,0.8947200998232987
1089,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,7,5,24,2522,380,1709,970,137500,21.11547562772989,-0.8009834561405763,-0.4348832157132207,0.36830357036181866,-0.1992896989853412,-0.5465738655593724
1090,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,8,5,37,3316,550,1247,1247,197000,34.11547562772989,-0.721434420484357,0.3602344198108003,-0.5108919516295745,0.4321136247406515,0.20239548763074927
1091,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,3,4,60,8544,400,1040,0,92900,57.11547562772989,-0.19765311266229826,-0.34133996447510057,-0.9048172179763674,-2.410341049217157,-1.1079861874464216
1092,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,7,5,24,2160,462,1252,600,160000,21.11547562772989,-0.8372514043868627,-0.05135588563692823,-0.5013768485777196,-1.0426804202077864,-0.2633501605715113
1093,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,5,60,8400,576,1694,1181,136500,57.11547562772989,-0.21208014179894258,0.4818406464203564,0.3397582612062539,0.28167095554962074,-0.5591615857810551
1094,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,8,71,9230,884,1200,864,146000,68.1154756277299,-0.12892434885856216,1.9224067154874063,-0.6003339203170105,-0.44090974344366335,-0.4395782436750693
1095,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,74,5868,308,936,936,129000,71.1154756277299,-0.4657554041182717,-0.7716389201704531,-1.1027313614549494,-0.27679046796253887,-0.6535694874436755
1096,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,78,9317,440,1314,1314,176432,75.1154756277299,-0.1202080187551729,-0.15425346199886036,-0.38338957073471874,0.5848357283133645,-0.05650874188882085
1097,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,7,60,6882,0,1355,684,127000,57.11547562772989,-0.3641650739477347,-2.212204989237503,-0.30536572570950854,-0.8512079321464745,-0.6787449278870409
1099,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,4,6,50,6000,240,1324,672,128000,47.11547562772989,-0.4525306274096811,-1.0896859743800615,-0.36435936463100893,-0.8785611447266619,-0.6661572076653582
1100,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,82,11880,478,1601,1271,157000,79.1154756277299,0.13657306233662828,0.023478715353567867,0.1627773444417527,0.48682004990102634,-0.30111332123655943
1101,1-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,2,5,60,8400,246,438,290,60000,57.11547562772989,-0.21208014179894258,-1.0616229990086254,-2.0504356254196976,-1.7493050785292945,-1.522122182739783
1102,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,61,9758,280,950,950,119500,58.11547562772989,-0.07602524202419969,-0.9025994719038213,-1.0760890729097556,-0.2448783866189869,-0.7731528295496612
1103,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,70,7000,254,1134,1010,135000,67.1154756277299,-0.35234292507187337,-1.0242056985133774,-0.7259332806014952,-0.10811232371804984,-0.5780431661135792
1104,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,79,8910,539,1194,655,159500,76.1154756277299,-0.16098441360666063,0.3087856316298342,-0.6117520439792364,-0.9173115292152607,-0.2696440206823526
1105,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,5,5,24,2016,440,1302,630,106000,21.11547562772989,-0.851678433523507,-0.15425346199886036,-0.4062258180591705,-0.9742973887573179,-0.943087052542378
1106,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,98,12256,712,2622,1463,325000,95.1154756277299,0.17424363841564397,1.1179347548395733,2.105761387630524,0.9244714511840249,1.813623676006137
1107,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,114,10357,719,1442,910,179900,111.1154756277299,-0.01601280832385287,1.1506748927729153,-0.1398029326072332,-0.3360557618862782,-0.012854528160025188
1108,2-STORY 1946 & NEWER,Irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,7,5,168,23257,422,2021,868,274725,165.1154756277299,1.2764085518338666,-0.23844238811316845,0.9620460007975646,-0.4317920059169342,1.1807760418610385
1110,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,107,11362,862,1836,1836,280000,104.1154756277299,0.08467583252564388,1.819509139125474,0.6099871878789331,1.7747004755515168,1.2471762660304149
1112,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,80,10480,483,1964,803,205000,77.1154756277299,-0.0036897209363025226,0.04686452816309789,0.8535738260064187,-0.5799552407262827,0.303097249404211
1113,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,73,7100,308,816,816,129900,70.1154756277299,-0.3423241548380926,-0.7716389201704531,-1.3310938346994672,-0.550322593764413,-0.642240539244161
1114,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,66,8923,240,1008,1008,134500,63.11547562772989,-0.15968197347626914,-1.0896859743800615,-0.9657138775082388,-0.11267119248141441,-0.5843370262244205
